-0.21609,0.230754,-0.931361,0.650076,-0.0398666,0.272237,0.53294,-0.115393,0.922527,0.712772,-0.557894,-0.820908,-0.511093,0.0543269,0.968934,-0.547948,-0.677279,0.72374,-0.177854,-0.316166,-0.737312,0.158977,0.712261,0.172556,0.565607,-0.0487897,0.12106,-0.740436,0.82359,0.354797,0.179347,0.829252,0.513095,0.27057,0.809932,0.638095,-0.044663,0.142074,-0.424333,-0.178491,0.969379,-0.362521,0.40016,0.356718,0.469232,0.769025,0.244007,-0.908184,-0.80176,-0.629878,0.0369718,0.157624,-0.28919,0.963381,0.684524,0.471346,-0.907301,-0.819229,0.539569,-0.0912868,0.718503,-0.323333,-0.4311,-0.980286,0.821145,-0.175053,0.00203635,0.452268,-0.77863,-0.0533021,-0.703002,-0.020087,-0.351449,-0.997998,0.832845,0.817919,-0.013434,-0.444738,0.42038,0.670195,-0.886628,-0.908773,0.620993,-0.496616,-0.485402,-0.790086,-0.902019,-0.591974,0.458296,-0.70197,-0.795758,0.0769611,0.50391,-0.126751,-0.271318,0.558,-0.387375,-0.632263,-0.543534,0.165684,
0.492429,-0.123754,0.868071,0.84646,0.12814,0.351086,0.190908,-0.615726,-0.709446,0.907552,0.600566,-0.794397,0.756026,-0.813141,0.635517,-0.681142,-0.855131,-0.607062,0.957776,-0.602552,-0.70772,0.560961,0.602586,-0.981532,-0.59533,0.970864,0.132508,-0.441969,0.00195919,-0.0488358,0.928911,0.363762,-0.914742,0.847241,-0.240594,0.798752,0.687767,-0.296578,0.672436,0.89753,-0.420591,-0.147834,-0.254387,0.0299336,0.635363,0.774548,0.623524,-0.32879,0.340984,0.00301076,0.966938,-0.897743,0.123467,0.314894,0.419578,0.222514,-0.668863,-0.232881,-0.109257,-0.874957,-0.883116,0.503251,0.812978,-0.225148,0.236263,0.0989673,-0.78199,0.842997,-0.632728,-0.478054,0.239899,0.389028,0.38614,-0.244794,0.870672,0.606476,-0.444549,0.173736,-0.364494,-0.0430006,0.388538,0.213591,0.282545,0.551589,0.231981,-0.636371,0.495691,-0.139762,-0.372703,-0.57457,-0.873517,0.964143,0.73423,0.916064,0.617116,0.56986,-0.917916,-1.01154,-0.341971,-0.84961,
0.23161,0.303745,-0.180023,-0.583173,0.692827,0.814955,-0.0179402,-0.960885,-0.326203,0.398894,0.559076,-0.436476,0.819268,0.23765,0.690404,-0.767417,0.804019,0.371003,-0.259307,-0.38945,0.335991,0.858936,0.985619,-0.234259,-0.240603,0.431861,0.867885,0.349203,-0.454268,-0.685619,-0.128974,-0.438957,-0.906322,0.026847,0.750558,0.80365,0.424697,-0.994009,-0.803585,-0.249709,0.668391,0.441992,-0.149272,0.490622,0.0423275,0.48955,-0.34864,0.106705,0.244853,-0.674049,0.846931,0.636938,-0.184032,0.981154,-0.347818,-0.163544,0.209802,0.716163,-0.46727,-0.984474,0.415486,-0.243641,-0.992399,-0.815125,0.919872,0.240023,-0.946563,-0.731351,-0.235193,0.524706,0.322814,0.512956,-0.790408,-0.751221,0.573922,-0.380425,-0.373389,0.712966,0.560551,0.167301,0.971229,0.397655,-0.449657,-0.201594,-0.507346,-0.612154,-0.23368,0.00369163,0.384107,0.695066,-0.798943,0.125785,-0.444949,0.478827,-0.559209,-0.357794,-0.217792,0.309003,-0.703192,0.159803,
-0.946169,0.223277,-0.370353,-0.63524,0.402903,-0.558488,0.371954,-0.716537,0.0163828,0.897146,-0.845461,0.125225,0.557406,-0.424937,0.170916,-0.73591,0.352888,0.711476,0.88135,-0.388227,-0.182782,0.740697,0.127829,-0.409119,0.719962,-0.238714,-0.368342,-0.807139,-0.961586,-0.412173,-0.410362,-0.120295,-0.12596,0.301489,0.360058,0.202302,0.25009,-0.0352731,-0.084267,0.948332,0.481892,0.730602,0.95606,-0.4497,0.104784,0.235512,-0.997238,-0.0774968,0.0340026,-0.141484,0.110523,-0.886013,0.590925,0.364392,-0.639959,-0.580739,0.358615,-0.414359,0.728275,0.0150371,-0.435359,-0.897768,-0.0841197,-0.358435,0.421591,-0.0332387,0.743806,0.266725,0.388503,0.305619,-0.524371,0.107284,0.748457,-0.625479,0.65378,0.456933,0.412919,0.927171,0.823101,0.132605,-0.0288497,0.606922,-0.10183,0.919714,0.947589,0.229689,-0.519665,-0.797893,0.902047,-0.477402,-0.46564,0.261957,0.00773014,-0.321545,-0.0511147,0.930989,-0.214759,0.876959,0.831451,-0.422838,
0.549222,-0.458958,-0.751016,-0.229569,-0.68906,0.877781,-0.0156146,0.96941,-0.960134,-0.277397,0.649896,-0.0329035,0.22908,-0.682691,0.743065,-0.701969,0.227749,0.621013,-0.22262,-0.87629,-0.757203,-0.040584,0.693439,-0.229137,0.0642914,0.559551,-0.403087,-0.250584,0.943462,-0.49718,0.551286,-0.196108,0.203291,0.0791973,-0.581148,0.274579,0.647694,-0.58479,0.319972,0.0255259,-0.987202,0.782977,-0.21138,-0.88153,-0.992121,0.54878,0.324853,0.193834,0.256743,-0.487393,0.688818,-0.334295,-0.591228,-0.40471,-0.444126,0.566063,-0.039887,-0.257546,0.402546,-0.648422,0.307572,-0.858718,-0.0907701,0.199433,-0.199246,0.127115,-0.830585,0.785276,-0.588607,0.625819,-0.357676,0.519708,0.348265,0.837082,-0.687297,0.972961,0.448099,0.371442,-0.780607,0.911662,0.239374,0.055862,0.305179,-0.0712878,-0.748329,-0.81171,0.166279,-0.644808,0.305122,0.861183,0.897847,0.594228,0.722032,-0.883097,0.579957,-0.134281,0.354168,-0.0621175,-0.302261,-0.0978003,
-0.192876,-0.387975,-0.109214,-0.326806,0.730937,-0.326163,0.660868,0.0443633,0.120688,-0.756319,0.157069,0.445941,0.625878,0.351131,0.711229,0.567804,0.596019,0.534263,0.726979,0.830268,-0.203393,0.535301,0.439048,0.516698,0.00832529,-0.486818,-0.0766347,-0.400269,0.0995542,-0.341019,0.100492,-0.669941,-0.893502,-0.0657725,-0.71669,0.0140552,0.708593,0.214336,0.905508,0.971267,0.782078,-0.275338,-0.21084,0.170679,0.859562,0.826344,0.529047,-0.273581,0.124177,-0.616175,-0.832724,0.949572,-0.524946,-0.956417,0.573024,-0.338765,0.466183,-0.481319,0.380444,0.988461,0.209456,0.259593,-0.792777,-0.255039,0.51881,0.715546,0.931344,-0.174823,-0.2338,-0.309392,0.816955,0.0175748,0.828681,-0.08351,-0.972303,0.0262104,-0.960156,-0.272263,0.240445,0.748865,-0.459797,-0.605315,-0.0630292,0.0834448,-0.958029,-0.136277,0.00996514,0.257293,0.0640954,0.878428,0.234586,-0.322228,-0.753299,-0.290446,-0.583521,-0.80499,-0.279506,-0.251302,0.0368135,0.302559,
-0.553866,0.71043,0.69315,0.578951,0.135802,0.158163,0.986793,0.499747,0.523354,-0.71182,-0.0385817,-0.983094,0.798699,0.086337,0.659221,0.212882,-0.167139,0.0372626,0.544478,-0.667042,0.929338,0.328146,0.706599,-0.506885,0.248365,0.788445,-0.645297,0.980373,0.0519101,0.2363,0.918209,0.693034,0.981786,0.785529,0.738084,-0.332103,-0.483628,-0.37486,0.0454615,0.976671,-0.338946,0.824009,-0.183099,0.634013,-0.0994562,-0.305698,-0.198935,-0.364629,-0.998064,0.513408,-0.324395,-0.236633,0.387691,-0.88437,-0.0668683,-0.634198,0.123449,-0.54889,0.102831,0.450469,0.70456,-0.167677,0.0291667,-0.861121,0.663469,0.974322,-0.78921,0.891348,0.279745,0.468628,-0.246247,0.634325,0.884026,0.292289,0.508558,-0.953987,-0.22457,0.0239911,0.0372211,-0.289291,0.904382,-0.336135,-0.235175,0.747218,0.461605,-0.379142,-0.439775,-0.00756267,-0.0387083,-0.0622316,0.489424,0.563775,-0.761666,0.314866,-0.705554,0.422458,-0.763515,0.441234,-0.208614,-0.798785,
0.156742,-0.135455,0.570064,-0.699144,0.429261,-0.0830003,0.791339,-0.23211,0.835959,0.918139,-0.959488,-0.224847,-0.911577,0.720532,0.16055,-0.590686,-0.36588,-0.331526,0.603543,0.944774,0.316055,-0.580447,1.00735,0.818187,-0.304691,-0.0276268,-0.356069,0.377896,0.816536,0.891719,-0.1467,-0.182093,0.336715,-0.822756,-0.596394,0.683047,0.180035,0.480524,-0.909969,-0.564938,-0.290132,-0.0996715,0.0299397,-0.113692,-0.202106,-0.473646,0.367888,-0.10479,-0.113114,-0.197233,0.444119,0.128062,-0.816745,0.777787,-0.469156,0.873963,0.559369,-0.41479,-0.828275,0.804069,0.730984,0.330084,0.86061,0.76016,0.836721,-0.617868,-0.529134,0.0184742,0.829055,-0.855236,0.371292,-0.0748995,0.827294,-0.253779,-0.693256,-0.883224,-0.260274,0.960272,-0.608666,-0.845574,-0.953585,0.00845036,0.0382039,-0.0776626,-0.839576,-0.897581,0.292809,0.81927,0.724613,-0.509197,-0.74801,-0.0505465,-0.962035,0.507581,0.925075,-0.193469,-0.841979,-0.861932,0.6688,0.089226,
-0.497121,0.422222,-0.325638,-0.482428,-0.700294,-0.509879,-0.738233,-0.945524,-0.736506,-0.356356,-0.111262,0.248911,-0.264703,0.416221,0.367862,-0.506229,-0.036056,0.757969,0.651402,0.0923387,0.316041,-0.285181,0.420998,-0.939872,0.449719,0.368547,-0.257364,0.845813,0.195523,-0.214008,-0.498233,-0.763838,0.127196,-0.429045,0.447389,0.874899,0.252722,0.871693,0.328769,-0.706687,0.718032,0.470309,-0.17941,0.763936,0.0783526,-0.369777,-0.590864,-0.919872,-0.887957,0.342118,-0.860296,-0.618422,-0.956712,-0.17275,-0.60696,0.574887,-0.0198257,0.000267782,0.596066,0.946751,0.370402,-0.913709,-0.45598,-0.266781,-0.147058,-0.739351,-0.175221,-0.600183,-0.616788,-0.222601,0.857988,0.421461,0.499387,0.0159572,-0.154275,0.663434,-0.487818,-0.389401,-0.151708,0.217064,0.289349,0.0545074,0.743606,-0.444361,-0.616286,-0.465948,-0.724956,0.320913,0.152368,0.225812,0.251683,-0.540323,-0.216003,-0.287091,-0.56291,0.879947,0.695043,-0.900873,0.137357,-0.715653,
0.877844,-0.717734,-0.65784,-0.085473,0.961376,0.0649587,0.142708,-0.293797,0.565789,-0.272235,-0.43799,-0.641584,0.969056,-0.110221,-0.381129,-0.722995,0.309724,0.760829,0.0111682,-0.15978,-0.0230298,-0.998291,0.390522,-0.493248,0.65673,-0.449689,0.784426,0.429405,-0.45103,-0.26078,-0.223754,0.587742,-0.750461,-0.892712,0.514935,0.454558,0.0174206,0.0301879,-0.329129,-0.629634,-0.336295,0.947148,-0.975209,-0.456125,-0.145607,-0.994136,-0.0178642,-0.449596,-0.712268,-0.834404,-0.642163,0.0188108,0.377838,0.359071,0.464244,-0.511812,-0.646249,0.899227,0.787398,-0.756438,0.880419,-0.533443,-0.718106,0.273302,-0.761813,-0.0902962,-0.435043,0.832048,0.935875,0.684794,0.653342,0.552672,0.266892,0.460304,-0.892648,0.588227,-0.669212,0.771473,0.58054,0.296439,0.936489,0.876022,0.435233,-0.769243,-0.0301669,0.0270436,0.798335,0.0679203,-0.411354,-0.701438,0.088405,-0.351174,0.093432,-0.887728,-0.388487,0.461653,-0.883974,0.77923,0.950767,0.231444,
